price,age,hp_kW,km,Gearing_Type,make_model
17980,3.0,110.0,80650.0,Automatic,Audi A3
10200,1.0,55.0,83200.0,Manual,Renault Clio
13899,1.0,66.0,2499.0,Manual,Opel Astra
17960,2.0,81.0,96100.0,Manual,Audi A3
16495,2.0,100.0,29522.0,Automatic,Opel Astra
14990,3.0,66.0,49351.0,Automatic,Audi A1
24990,0.0,85.0,10.0,Automatic,Audi A3
7650,3.0,70.0,144260.0,Manual,Opel Corsa
14650,0.0,66.0,10.0,Automatic,Opel Corsa
16500,3.0,81.0,122584.0,Automatic,Audi A3
19500,1.0,85.0,13076.0,Manual,Audi A3
16389,1.0,88.0,16750.0,Automatic,Renault Clio
24890,0.0,85.0,25.0,Automatic,Audi A3
20500,2.0,66.0,12000.0,Automatic,Audi A1
18499,2.0,81.0,30000.0,Manual,Audi A3
18999,0.0,85.0,10.0,Manual,Audi A1
37989,0.0,121.0,10.0,Automatic,Opel Insignia
15950,3.0,81.0,68100.0,Manual,Audi A3
16000,2.0,100.0,15178.0,Automatic,Opel Astra
21450,2.0,85.0,7359.0,Automatic,Audi A3
20950,2.0,71.0,32115.0,Automatic,Audi A1
9976,1.0,51.0,19398.0,Manual,Opel Corsa
10790,1.0,54.0,8086.0,Manual,Renault Clio
12400,3.0,100.0,101000.0,Manual,Opel Insignia
39675,0.0,165.0,250.0,Automatic,Renault Espace
14000,2.0,70.0,40000.0,Manual,Audi A1
23900,0.0,85.0,1.0,Automatic,Audi A3
20388,0.0,85.0,10.0,Manual,Audi A1
9690,3.0,66.0,91000.0,Automatic,Renault Clio
16490,0.0,66.0,10.0,Automatic,Opel Corsa
21388,0.0,110.0,10.0,Manual,Audi A3
9900,0.0,56.0,150.0,Manual,Renault Clio
14430,3.0,70.0,34600.0,Manual,Audi A1
20500,2.0,85.0,42136.0,Automatic,Audi A3
11700,2.0,92.0,54000.0,Manual,Opel Astra
28480,0.0,85.0,2900.0,Automatic,Audi A1
13980,1.0,66.0,19900.0,Automatic,Opel Corsa
10450,1.0,66.0,29300.0,Manual,Renault Clio
17950,3.0,96.0,84000.0,Manual,Renault Espace
17780,0.0,70.0,1647.3626086956522,Manual,Audi A1
24290,1.0,125.0,15880.0,Automatic,Opel Insignia
19999,2.0,85.0,35000.0,Automatic,Audi A1
16299,2.0,101.0,44396.0,Automatic,Opel Astra
8390,3.0,55.0,93921.0,Manual,Renault Clio
39990,0.0,147.0,3500.0,Automatic,Renault Espace
18988,0.0,92.0,12.0,Manual,Opel Astra
20890,1.0,121.0,25394.0,Manual,Opel Insignia
10499,1.0,55.0,22000.0,Manual,Renault Clio
11400,0.0,56.0,150.0,Manual,Renault Clio
23490,1.0,100.0,7000.0,Automatic,Opel Insignia
26990,0.0,121.0,1501.0,Automatic,Opel Insignia
20500,1.0,85.0,10600.0,Automatic,Audi A1
28590,0.0,110.0,5.0,Automatic,Opel Astra
10790,0.0,56.0,1647.3626086956522,Manual,Renault Clio
14450,1.0,92.0,9300.0,Manual,Opel Astra
14480,1.0,66.0,15.0,Automatic,Opel Corsa
11490,0.0,56.0,12.0,Manual,Renault Clio
24950,0.0,85.0,50.0,Manual,Audi A3
31990,0.0,100.0,111.0,Manual,Opel Insignia
9299,1.0,51.0,2000.0,Manual,Opel Corsa
9900,3.0,81.0,80000.0,Manual,Opel Astra
10390,0.0,56.0,1.0,Manual,Renault Clio
9500,1.0,54.0,5500.0,Manual,Renault Clio
14770,0.0,66.0,5.0,Automatic,Opel Corsa
20990,1.0,70.0,5990.0,Automatic,Audi A1
19000,2.0,125.0,130000.0,Automatic,Opel Insignia
10450,3.0,81.0,78898.0,Manual,Opel Astra
20900,1.0,103.0,24000.0,Manual,Opel Insignia
14900,1.0,92.0,13915.0,Manual,Opel Astra
12500,3.0,100.0,144000.0,Manual,Opel Insignia
10500,1.0,66.0,29339.0,Manual,Renault Clio
10990,0.0,51.0,10.0,Manual,Opel Corsa
22500,3.0,118.0,32559.0,Automatic,Renault Espace
8950,2.0,66.0,47100.0,Manual,Opel Corsa
22980,0.0,70.0,6000.0,Manual,Audi A1
17750,2.0,85.0,32000.0,Automatic,Audi A1
16990,0.0,92.0,7.0,Manual,Opel Astra
15950,3.0,81.0,116557.0,Manual,Audi A3
18890,2.0,92.0,22800.0,Automatic,Audi A1
8990,2.0,55.0,40500.0,Manual,Renault Clio
39690,0.0,121.0,111.0,Automatic,Opel Insignia
19590,1.0,103.0,10506.0,Manual,Opel Insignia
16999,3.0,81.0,115000.0,Automatic,Audi A3
9999,0.0,56.0,1647.3626086956522,Manual,Renault Clio
12989,3.0,70.0,46200.0,Manual,Audi A1
17950,1.0,87.0,20658.0,Automatic,Renault Clio
11220,0.0,55.0,1647.3626086956522,Manual,Renault Clio
20440,1.0,121.0,20000.0,Manual,Opel Insignia
19900,1.0,100.0,26700.0,Manual,Opel Insignia
18450,2.0,125.0,93000.0,Automatic,Opel Insignia
21990,2.0,85.0,32000.0,Automatic,Audi A3
12700,2.0,92.0,57900.0,Manual,Opel Astra
26680,0.0,85.0,1647.3626086956522,Automatic,Audi A1
10500,3.0,70.0,39000.0,Semi-automatic,Opel Corsa
14980,3.0,125.0,71577.0,Manual,Opel Insignia
9075,1.0,55.0,35779.0,Manual,Renault Clio
24288,0.0,110.0,10.0,Manual,Audi A3
7500,3.0,55.0,140000.0,Manual,Renault Clio
35490,0.0,147.0,999.0,Automatic,Opel Insignia
10990,0.0,66.0,3000.0,Manual,Opel Corsa
13900,2.0,100.0,79928.0,Automatic,Opel Insignia
28819,0.0,85.0,1647.3626086956522,Automatic,Audi A1
19013,3.0,118.0,93258.0,Automatic,Renault Espace
22900,1.0,85.0,14272.0,Automatic,Audi A3
11200,1.0,66.0,21909.0,Automatic,Opel Corsa
10689,0.0,51.0,10.0,Manual,Opel Corsa
14900,2.0,70.0,47800.0,Manual,Audi A1
9900,1.0,66.0,7360.0,Manual,Opel Corsa
15690,1.0,87.0,16040.0,Automatic,Renault Clio
23800,0.0,85.0,300.0,Automatic,Audi A1
16880,2.0,77.0,9050.0,Automatic,Opel Astra
16500,1.0,66.0,9500.0,Manual,Audi A1
10525,2.0,81.0,81000.0,Manual,Opel Astra
21850,2.0,85.0,4500.0,Automatic,Audi A3
13750,2.0,66.0,10781.0,Automatic,Opel Corsa
20850,1.0,121.0,28559.0,Manual,Opel Insignia
19990,2.0,85.0,24900.0,Automatic,Audi A3
14900,3.0,125.0,70968.0,Automatic,Opel Insignia
18525,1.0,110.0,19990.0,Automatic,Opel Astra
9999,1.0,55.0,100.0,Manual,Renault Clio
14900,2.0,66.0,67899.0,Manual,Audi A1
24170,1.0,162.0,10.0,Automatic,Renault Clio
19400,2.0,81.0,24000.0,Automatic,Audi A3
20450,1.0,85.0,15101.0,Manual,Audi A3
32990,0.0,100.0,3990.0,Automatic,Opel Insignia
10290,0.0,51.0,5.0,Manual,Opel Corsa
14495,2.0,78.0,18889.0,Automatic,Opel Astra
23590,1.0,121.0,28827.0,Automatic,Opel Insignia
27550,0.0,100.0,10.0,Automatic,Opel Insignia
11500,2.0,66.0,32713.0,Automatic,Renault Clio
13500,3.0,70.0,92449.0,Manual,Audi A1
20810,2.0,85.0,25847.0,Automatic,Audi A3
15500,2.0,70.0,44300.0,Manual,Audi A1
11990,3.0,100.0,85590.0,Manual,Opel Insignia
13900,3.0,66.0,108000.0,Automatic,Audi A1
16480,1.0,66.0,16998.0,Manual,Audi A1
11600,2.0,77.0,69459.0,Automatic,Opel Astra
26890,0.0,85.0,15.0,Automatic,Audi A1
12450,3.0,103.0,45000.0,Manual,Opel Insignia
22895,0.0,110.0,1.0,Automatic,Audi A3
17990,2.0,85.0,60000.0,Manual,Audi A3
16980,1.0,110.0,11600.0,Automatic,Opel Astra
21500,1.0,85.0,26140.0,Automatic,Audi A3
20490,1.0,70.0,8885.0,Automatic,Audi A1
15150,1.0,110.0,28466.0,Manual,Opel Astra
13300,3.0,66.0,59897.0,Automatic,Renault Clio
24900,3.0,118.0,19377.0,Automatic,Renault Espace
12960,1.0,66.0,22800.0,Automatic,Opel Corsa
17490,0.0,66.0,565.0,Automatic,Opel Corsa
11950,3.0,103.0,45000.0,Manual,Opel Insignia
19565,2.0,110.0,52087.0,Manual,Audi A3
7300,3.0,51.0,23580.0,Manual,Opel Corsa
18480,3.0,92.0,15093.0,Automatic,Audi A1
27400,0.0,85.0,10.0,Automatic,Audi A1
18650,2.0,125.0,34625.0,Automatic,Opel Insignia
36790,0.0,125.0,1363.0,Automatic,Opel Insignia
38679,0.0,121.0,5.0,Automatic,Opel Insignia
15449,1.0,77.0,991.0,Manual,Opel Astra
35290,0.0,121.0,10.0,Manual,Opel Insignia
17450,1.0,100.0,16650.0,Manual,Opel Insignia
10900,3.0,66.0,69800.0,Semi-automatic,Renault Clio
24499,1.0,118.0,16379.0,Automatic,Renault Espace
9700,1.0,55.0,16700.0,Manual,Opel Corsa
10000,3.0,66.0,40500.0,Semi-automatic,Renault Clio
7500,3.0,55.0,98000.0,Manual,Renault Clio
15985,3.0,81.0,51904.0,Automatic,Audi A3
21450,1.0,121.0,27500.0,Automatic,Opel Insignia
18070,0.0,77.0,1.0,Manual,Opel Astra
14000,1.0,100.0,43344.0,Automatic,Opel Astra
18900,0.0,85.0,1647.3626086956522,Manual,Audi A1
22480,1.0,121.0,24800.0,Automatic,Opel Insignia
20980,2.0,125.0,18750.0,Automatic,Opel Insignia
12736,3.0,70.0,17100.0,Manual,Audi A1
14900,2.0,100.0,72537.0,Automatic,Opel Insignia
13899,1.0,66.0,2499.0,Manual,Opel Astra
11400,0.0,51.0,1647.3626086956522,Manual,Opel Corsa
21500,1.0,85.0,14706.0,Manual,Audi A3
25568,0.0,103.0,1647.3626086956522,Manual,Opel Insignia
37290,0.0,146.0,1647.3626086956522,Manual,Renault Espace
16033,0.0,77.0,101.0,Automatic,Renault Duster
18620,3.0,92.0,25977.0,Automatic,Audi A1
26990,0.0,121.0,1501.0,Automatic,Opel Insignia
10390,0.0,56.0,1.0,Manual,Renault Clio
14000,2.0,87.0,18000.0,Semi-automatic,Renault Clio
18920,2.0,85.0,13466.0,Manual,Audi A3
15390,1.0,77.0,10850.0,Manual,Opel Astra
11400,2.0,81.0,70177.0,Manual,Opel Astra
17330,0.0,85.0,1.0,Manual,Audi A1
9999,1.0,54.0,18008.0,Manual,Renault Clio
15900,2.0,60.0,7182.0,Manual,Audi A1
24190,1.0,121.0,25355.0,Automatic,Opel Insignia
32930,0.0,165.0,1510.0,Automatic,Renault Espace
23900,0.0,85.0,1.0,Automatic,Audi A3
8150,2.0,51.0,9500.0,Manual,Opel Corsa
17999,2.0,85.0,39000.0,Manual,Audi A3
19950,3.0,118.0,98000.0,Automatic,Renault Espace
8880,2.0,74.0,16110.0,Manual,Opel Corsa
9490,1.0,66.0,1982.0,Manual,Opel Corsa
19700,2.0,85.0,18900.0,Automatic,Audi A1
16890,1.0,110.0,27845.0,Automatic,Opel Astra
15490,2.0,60.0,7985.0,Manual,Audi A1
24990,0.0,110.0,1647.3626086956522,Manual,Audi A3
10900,0.0,51.0,25.0,Manual,Opel Corsa
7150,3.0,55.0,57134.0,Manual,Opel Corsa
12955,2.0,81.0,37527.0,Manual,Opel Astra
9500,1.0,66.0,14088.0,Manual,Opel Corsa
17250,1.0,110.0,19700.0,Automatic,Opel Astra
23900,2.0,81.0,44400.0,Semi-automatic,Audi A3
25290,0.0,110.0,10000.0,Automatic,Opel Astra
17450,3.0,70.0,38344.0,Automatic,Audi A1
29290,0.0,121.0,10.0,Automatic,Opel Insignia
22850,1.0,121.0,22560.0,Automatic,Opel Insignia
10800,3.0,81.0,33600.0,Manual,Opel Astra
23450,1.0,110.0,10837.0,Automatic,Audi A3
17500,1.0,77.0,9451.0,Automatic,Opel Astra
14870,1.0,87.0,24473.0,Automatic,Renault Clio
28400,0.0,85.0,1000.0,Automatic,Audi A1
23900,0.0,85.0,1647.3626086956522,Automatic,Audi A3
20500,1.0,85.0,10973.0,Manual,Audi A3
15953,0.0,77.0,1.0,Manual,Opel Astra
14900,3.0,100.0,41600.0,Automatic,Opel Astra
9490,1.0,51.0,35000.0,Manual,Opel Corsa
22910,2.0,119.0,57500.0,Automatic,Renault Espace
9790,3.0,85.0,89308.0,Manual,Opel Astra
23750,1.0,121.0,29987.0,Automatic,Opel Insignia
21890,2.0,100.0,22600.0,Automatic,Opel Insignia
15500,2.0,66.0,28000.0,Manual,Audi A1
14300,3.0,81.0,151800.0,Manual,Audi A3
24500,2.0,110.0,36893.0,Semi-automatic,Audi A3
14290,2.0,101.0,34780.0,Manual,Opel Insignia
15000,3.0,100.0,73130.0,Manual,Opel Insignia
25845,0.0,81.0,1647.3626086956522,Manual,Opel Insignia
9990,0.0,56.0,10.0,Manual,Renault Clio
14990,0.0,66.0,1647.3626086956522,Manual,Opel Astra
13900,1.0,81.0,27950.0,Manual,Opel Astra
9800,3.0,100.0,160000.0,Automatic,Opel Insignia
19900,1.0,70.0,9083.0,Automatic,Audi A1
8455,2.0,66.0,63992.0,Manual,Opel Corsa
11250,1.0,66.0,16158.0,Automatic,Opel Corsa
21500,1.0,85.0,20456.0,Manual,Audi A3
35500,0.0,118.0,10.0,Automatic,Renault Espace
16800,1.0,70.0,14364.0,Manual,Audi A1
14213,0.0,66.0,10.0,Automatic,Opel Corsa
13900,3.0,100.0,68000.0,Manual,Opel Insignia
15350,1.0,100.0,23246.0,Manual,Opel Astra
7800,3.0,51.0,25000.0,Manual,Opel Corsa
21489,1.0,121.0,11120.0,Manual,Opel Insignia
17490,2.0,85.0,13072.0,Manual,Audi A3
8900,2.0,66.0,18866.0,Manual,Opel Corsa
15590,2.0,100.0,26000.0,Automatic,Opel Astra
31999,0.0,121.0,5000.0,Manual,Opel Insignia
11500,2.0,66.0,32713.0,Automatic,Renault Clio
11100,0.0,51.0,1647.3626086956522,Manual,Opel Corsa
8980,2.0,54.0,27935.0,Manual,Renault Clio
27990,0.0,100.0,10.0,Automatic,Opel Insignia
23800,1.0,85.0,24815.0,Automatic,Audi A3
24390,1.0,125.0,18320.0,Automatic,Opel Insignia
7500,3.0,55.0,35000.0,Manual,Opel Corsa
20900,2.0,85.0,42270.0,Automatic,Audi A3
16690,0.0,66.0,5.0,Automatic,Opel Corsa
22990,3.0,118.0,82725.0,Automatic,Renault Espace
10740,0.0,55.0,10.0,Manual,Opel Corsa
13990,3.0,88.0,33875.0,Automatic,Renault Clio
23435,0.0,100.0,1647.3626086956522,Automatic,Opel Astra
31904,0.0,125.0,1647.3626086956522,Manual,Opel Insignia
15000,3.0,81.0,75000.0,Manual,Audi A3
17600,3.0,81.0,133990.0,Semi-automatic,Audi A3
9799,1.0,55.0,26100.0,Manual,Opel Corsa
22683,1.0,141.0,9544.0,Automatic,Audi A1
10850,0.0,51.0,10.0,Manual,Opel Corsa
27230,0.0,110.0,10.0,Automatic,Audi A3
12999,2.0,100.0,75499.0,Automatic,Opel Insignia
23500,1.0,85.0,20000.0,Semi-automatic,Audi A3
16448,1.0,70.0,9647.0,Manual,Audi A1
16900,1.0,85.0,10318.0,Manual,Audi A1
20500,1.0,85.0,52000.0,Automatic,Audi A3
15780,3.0,118.0,56000.0,Automatic,Opel Insignia
21499,2.0,85.0,28724.0,Automatic,Audi A3
21400,3.0,118.0,35000.0,Automatic,Renault Espace
8490,3.0,54.0,33445.0,Manual,Renault Clio
12500,3.0,100.0,89500.0,Manual,Opel Insignia
16480,1.0,66.0,22940.0,Manual,Audi A1
18480,3.0,92.0,29140.0,Automatic,Audi A3
16879,1.0,70.0,15000.0,Manual,Audi A1
23550,1.0,85.0,17736.0,Automatic,Audi A3
24490,1.0,125.0,25051.0,Automatic,Opel Insignia
16990,1.0,85.0,800.0,Automatic,Opel Astra
20900,1.0,85.0,39000.0,Semi-automatic,Audi A3
12890,3.0,100.0,97038.0,Automatic,Opel Insignia
18200,1.0,85.0,16500.0,Automatic,Audi A1
10500,3.0,103.0,42000.0,Manual,Opel Insignia
11440,2.0,81.0,87878.0,Manual,Opel Astra
39980,0.0,125.0,5555.0,Automatic,Opel Insignia
8980,3.0,88.0,140387.0,Manual,Opel Insignia
19880,1.0,70.0,5601.0,Automatic,Audi A1
16650,1.0,66.0,26340.0,Manual,Audi A1
13750,3.0,66.0,41515.0,Manual,Audi A1
12950,2.0,81.0,37635.0,Manual,Opel Astra
21300,0.0,85.0,1.0,Automatic,Audi A1
23900,0.0,85.0,8250.0,Semi-automatic,Audi A3
8880,1.0,52.0,31104.0,Manual,Opel Corsa
26990,0.0,147.0,7.0,Automatic,Opel Astra
14280,3.0,70.0,23311.0,Manual,Audi A1
14900,1.0,70.0,9000.0,Manual,Audi A1
29500,0.0,96.0,1647.3626086956522,Manual,Renault Espace
17800,2.0,100.0,21550.0,Manual,Opel Insignia
13990,3.0,87.0,23800.0,Automatic,Renault Clio
12990,1.0,66.0,8953.0,Automatic,Opel Corsa
9900,1.0,51.0,44000.0,Manual,Opel Corsa
18980,0.0,77.0,10.0,Manual,Opel Astra
18490,1.0,164.0,10564.0,Automatic,Renault Clio
9850,3.0,88.0,108000.0,Manual,Opel Insignia
15090,3.0,85.0,63668.0,Automatic,Audi A1
11990,3.0,66.0,73300.0,Automatic,Renault Clio
9990,1.0,54.0,24000.0,Manual,Renault Clio
23980,1.0,121.0,23782.0,Automatic,Opel Insignia
18490,2.0,110.0,95000.0,Manual,Audi A3
15480,2.0,100.0,24000.0,Automatic,Opel Astra
10760,2.0,81.0,117515.0,Manual,Opel Astra
24300,0.0,85.0,50.0,Manual,Audi A3
13900,3.0,110.0,138717.0,Manual,Audi A3
27370,0.0,85.0,9900.0,Automatic,Audi A1
24640,1.0,125.0,33451.0,Automatic,Opel Insignia
19990,1.0,85.0,16139.0,Automatic,Audi A3
32995,0.0,147.0,1.0,Automatic,Opel Insignia
10800,0.0,51.0,50.0,Manual,Opel Corsa
14990,3.0,66.0,49351.0,Automatic,Audi A1
32995,0.0,147.0,1.0,Automatic,Opel Insignia
11500,2.0,66.0,32713.0,Automatic,Renault Clio
13350,3.0,125.0,158800.0,Manual,Opel Insignia
12995,3.0,81.0,126200.0,Automatic,Audi A3
22750,1.0,85.0,9200.0,Automatic,Audi A3
16990,1.0,110.0,28146.0,Automatic,Opel Astra
16900,2.0,100.0,47000.0,Automatic,Opel Insignia
15850,3.0,81.0,43424.0,Manual,Audi A3
10770,0.0,54.0,10.0,Manual,Renault Clio
19500,3.0,81.0,51000.0,Semi-automatic,Audi A3
13892,3.0,66.0,69850.0,Automatic,Audi A1
44500,0.0,147.0,9000.0,Automatic,Renault Espace
20380,1.0,121.0,23833.0,Manual,Opel Insignia
15680,3.0,92.0,79244.0,Automatic,Audi A1
14850,2.0,77.0,12950.0,Automatic,Opel Astra
18087,0.0,66.0,1647.3626086956522,Automatic,Renault Clio
14750,1.0,70.0,19577.0,Manual,Opel Astra
23950,2.0,118.0,29991.0,Automatic,Renault Espace
23800,1.0,110.0,14000.0,Automatic,Audi A3
22500,3.0,118.0,84000.0,Automatic,Renault Espace
8990,2.0,66.0,67900.0,Manual,Opel Corsa
13450,3.0,66.0,13500.0,Automatic,Opel Corsa
33495,0.0,165.0,150.0,Automatic,Renault Espace
12636,2.0,81.0,23176.0,Manual,Opel Astra
22315,0.0,103.0,1647.3626086956522,Manual,Opel Insignia
21165,2.0,125.0,48562.0,Automatic,Opel Insignia
25382,0.0,120.0,1647.3626086956522,Manual,Opel Insignia
14950,3.0,100.0,31720.0,Automatic,Opel Insignia
21888,1.0,92.0,7856.0,Automatic,Audi A1
13690,1.0,77.0,15500.0,Manual,Opel Astra
23044,0.0,85.0,1647.3626086956522,Manual,Audi A3
18900,3.0,118.0,127246.0,Automatic,Renault Espace
11450,3.0,70.0,27600.0,Manual,Audi A1
15990,3.0,100.0,79984.0,Automatic,Opel Insignia
8490,3.0,70.0,116100.0,Manual,Opel Astra
15975,2.0,70.0,9371.0,Manual,Audi A1
13480,3.0,125.0,131255.0,Automatic,Opel Insignia
10799,0.0,56.0,10.0,Manual,Renault Clio
22500,1.0,70.0,15000.0,Automatic,Audi A1
22950,1.0,85.0,11000.0,Automatic,Audi A1
23989,1.0,125.0,24775.0,Automatic,Opel Insignia
22971,1.0,85.0,6698.0,Automatic,Audi A3
23250,1.0,70.0,19399.0,Automatic,Audi A1
10990,2.0,66.0,50000.0,Automatic,Renault Clio
16490,1.0,70.0,15870.0,Manual,Audi A1
26950,0.0,85.0,10.0,Automatic,Audi A3
23800,0.0,85.0,10.0,Manual,Audi A3
9990,0.0,56.0,5.0,Manual,Renault Clio
12880,2.0,100.0,90000.0,Automatic,Opel Insignia
7750,3.0,51.0,37100.0,Manual,Opel Corsa
20990,1.0,100.0,25800.0,Automatic,Opel Insignia
12490,3.0,100.0,85653.0,Manual,Opel Insignia
17350,3.0,70.0,26462.0,Automatic,Audi A1
15889,0.0,66.0,10.0,Automatic,Opel Corsa
23279,0.0,85.0,1.0,Manual,Audi A3
18290,1.0,110.0,20900.0,Automatic,Opel Astra
11400,0.0,56.0,150.0,Manual,Renault Clio
16900,3.0,118.0,98000.0,Automatic,Renault Espace
17790,1.0,110.0,21825.0,Automatic,Opel Astra
15850,2.0,92.0,17768.0,Manual,Audi A1
11100,3.0,100.0,78000.0,Manual,Opel Insignia
20300,1.0,85.0,14720.0,Automatic,Audi A3
13490,2.0,66.0,71000.0,Manual,Audi A1
13950,3.0,85.0,105099.0,Manual,Audi A1
25950,0.0,85.0,14000.0,Automatic,Audi A3
17800,2.0,162.0,10600.0,Automatic,Renault Clio
19480,1.0,125.0,26127.0,Manual,Opel Insignia
22300,0.0,85.0,5000.0,Manual,Audi A1
14980,3.0,110.0,102124.0,Manual,Audi A3
26900,0.0,110.0,19200.0,Automatic,Opel Astra
21490,1.0,85.0,5350.0,Manual,Audi A3
9925,1.0,51.0,100.0,Manual,Opel Corsa
11980,2.0,81.0,29900.0,Manual,Opel Astra
10650,3.0,81.0,87475.0,Manual,Opel Astra
14590,1.0,66.0,5400.0,Automatic,Opel Corsa
24900,0.0,85.0,1.0,Automatic,Audi A1
22990,0.0,85.0,10.0,Manual,Audi A3
8490,3.0,54.0,49178.0,Manual,Renault Clio
26980,0.0,110.0,10.0,Automatic,Audi A3
8490,3.0,54.0,49178.0,Manual,Renault Clio
29950,0.0,121.0,10.0,Automatic,Opel Insignia
12545,3.0,88.0,23491.0,Automatic,Renault Clio
18500,1.0,66.0,6718.0,Semi-automatic,Audi A1
12380,1.0,66.0,2400.0,Automatic,Opel Corsa
10980,0.0,56.0,10.0,Manual,Renault Clio
8800,3.0,81.0,160000.0,Manual,Opel Astra
20900,1.0,85.0,10.0,Manual,Audi A3
8790,2.0,66.0,45369.0,Manual,Renault Clio
8500,2.0,51.0,16427.0,Manual,Opel Corsa
23990,2.0,119.0,36682.0,Automatic,Renault Espace
13500,1.0,66.0,24000.0,Automatic,Renault Clio
13900,3.0,81.0,99000.0,Manual,Audi A3
7900,2.0,55.0,26255.0,Manual,Renault Clio
24800,0.0,85.0,26.0,Manual,Audi A3
14250,1.0,81.0,6500.0,Manual,Audi A3
13990,3.0,66.0,68325.0,Automatic,Renault Clio
13300,1.0,92.0,28216.0,Manual,Opel Astra
24800,1.0,96.0,17700.0,Manual,Renault Espace
15990,3.0,87.0,10488.0,Automatic,Renault Clio
14890,3.0,110.0,128429.0,Manual,Audi A3
22190,1.0,121.0,29329.0,Automatic,Opel Insignia
15680,2.0,85.0,26946.0,Manual,Audi A1
21950,3.0,147.0,79000.0,Automatic,Renault Espace
19999,3.0,118.0,55000.0,Automatic,Renault Espace
24430,1.0,125.0,29948.0,Automatic,Opel Insignia
13900,1.0,100.0,30800.0,Manual,Opel Astra
16500,1.0,85.0,29566.0,Manual,Audi A1
7999,2.0,54.0,32000.0,Manual,Renault Clio
13980,3.0,125.0,130805.0,Automatic,Opel Insignia
24288,0.0,110.0,10.0,Manual,Audi A3
24990,0.0,85.0,3900.0,Automatic,Audi A1
19290,2.0,85.0,31400.0,Manual,Audi A3
20500,2.0,70.0,9394.0,Automatic,Audi A1
13890,0.0,66.0,10.0,Automatic,Opel Corsa
20900,3.0,117.0,99980.0,Automatic,Renault Espace
19290,2.0,85.0,28168.0,Manual,Audi A3
12899,3.0,70.0,26559.0,Manual,Audi A1
14213,0.0,66.0,10.0,Automatic,Opel Corsa
16500,2.0,110.0,30800.0,Automatic,Opel Astra
20500,1.0,66.0,14405.0,Automatic,Audi A1
8895,2.0,66.0,51000.0,Manual,Opel Corsa
17900,3.0,66.0,11300.0,Automatic,Audi A1
13480,1.0,66.0,15826.0,Automatic,Opel Corsa
12400,2.0,100.0,69250.0,Automatic,Opel Astra
27990,0.0,85.0,3800.0,Automatic,Audi A1
10580,0.0,51.0,1647.3626086956522,Manual,Opel Corsa
17390,2.0,85.0,31070.0,Manual,Audi A3
9990,2.0,54.0,24360.0,Manual,Renault Clio
6850,3.0,51.0,49559.0,Manual,Opel Corsa
7900,2.0,55.0,26255.0,Manual,Renault Clio
17450,0.0,66.0,10.0,Manual,Opel Astra
21980,3.0,117.0,68900.0,Automatic,Renault Espace
23460,1.0,125.0,24300.0,Automatic,Opel Insignia
24680,1.0,125.0,24950.0,Automatic,Opel Insignia
17880,3.0,110.0,97100.0,Automatic,Audi A3
18900,2.0,81.0,36348.0,Manual,Audi A3
7495,3.0,55.0,105000.0,Manual,Renault Clio
15680,3.0,110.0,141147.0,Automatic,Audi A3
19388,0.0,85.0,10.0,Manual,Audi A1
19980,1.0,70.0,6200.0,Automatic,Audi A1
7690,3.0,100.0,168475.0,Manual,Opel Astra
16220,0.0,70.0,1647.3626086956522,Manual,Audi A1
22900,1.0,85.0,27900.0,Automatic,Audi A3
11400,3.0,100.0,93000.0,Automatic,Opel Astra
20890,1.0,100.0,24750.0,Manual,Opel Insignia
11890,2.0,81.0,65666.0,Manual,Opel Astra
13900,3.0,81.0,67500.0,Manual,Audi A3
20750,2.0,81.0,14000.0,Automatic,Audi A3
11390,0.0,56.0,1647.3626086956522,Manual,Renault Clio
10950,3.0,81.0,103953.0,Manual,Opel Astra
21800,2.0,81.0,29000.0,Automatic,Audi A3
9490,2.0,54.0,26000.0,Manual,Renault Clio
16985,3.0,125.0,61500.0,Automatic,Opel Insignia
14975,0.0,66.0,5.0,Manual,Opel Astra
12990,2.0,81.0,88560.0,Manual,Opel Astra
18340,0.0,87.0,150.0,Automatic,Renault Clio
13890,3.0,85.0,107592.0,Manual,Audi A1
15890,1.0,66.0,15800.0,Manual,Audi A1
15889,0.0,66.0,10.0,Automatic,Opel Corsa
21490,0.0,70.0,1647.3626086956522,Manual,Audi A1
22588,0.0,85.0,10.0,Manual,Audi A3
29990,1.0,118.0,7809.0,Automatic,Renault Espace
9700,3.0,81.0,112500.0,Manual,Opel Astra
14900,1.0,81.0,21379.0,Manual,Opel Astra
37990,0.0,165.0,190.0,Automatic,Renault Espace
14950,3.0,88.0,53332.0,Automatic,Renault Clio
15700,1.0,70.0,4490.0,Manual,Audi A1
27777,1.0,162.0,1999.0,Automatic,Renault Clio
17990,1.0,100.0,19000.0,Automatic,Opel Astra
21285,1.0,70.0,6500.0,Automatic,Audi A1
20500,2.0,125.0,25494.0,Automatic,Opel Insignia
14900,2.0,100.0,46000.0,Automatic,Opel Astra
8600,2.0,66.0,29000.0,Manual,Opel Corsa
17850,1.0,110.0,20300.0,Automatic,Opel Astra
28998,0.0,147.0,5000.0,Automatic,Audi A1
32550,0.0,118.0,1647.3626086956522,Automatic,Renault Espace
27449,0.0,85.0,1647.3626086956522,Automatic,Audi A3
18888,1.0,77.0,12860.0,Automatic,Opel Astra
13490,1.0,66.0,19296.0,Automatic,Renault Clio
20985,2.0,85.0,6021.0,Automatic,Audi A3
